id,referencia,marca,capacidad,ciudad,responsable
1413,ACH-43,Sony,711,Santa Fé,Santiago Norrea
1287,ACH-01,Rico,1533,Santa Fé,Alex Cremento
964,ACH-01,Rico,223,Gold Cost,Alan Brito Delgado
4243,ACH-43,Kalley,1233,Gold Cost,Cindy Nero
1552,ACH-22,Sony,1396,Melbourne,Santiago Norrea
5004,ACH-43,Kalley,1551,Santa Fé,Jhon Doe
6012,ACH-01,Kalley,981,Gold Cost,Santiago Norrea
988,ACH-22,Sony,142,Gold Cost,Santiago Norrea
1794,ACH-22,Sony,1846,Santa Fé,Cindy Nero
8636,ACH-22,Rico,667,Medellín,Alan Brito Delgado
3258,ACH-43,Rico,757,Santa Fé,Cindy Nero
2804,ACH-01,Rico,1717,Medellín,Santiago Norrea
1872,ACH-01,Kalley,1489,Melbourne,Santiago Norrea
6717,ACH-01,Kalley,1181,Santa Fé,Cindy Nero
4392,ACH-22,Kalley,1464,Melbourne,Cindy Nero
2905,ACH-22,Kalley,428,Santa Fé,Santiago Norrea
1934,ACH-01,Sony,1829,Medellín,Cindy Nero
1894,ACH-22,Rico,1640,La Guajira,Alan Brito Delgado
714,ACH-01,Rico,239,Melbourne,Jhon Doe
7180,ACH-43,Sony,1539,Melbourne,Santiago Norrea
3458,ACH-01,Sony,296,Santa Fé,Jhon Doe
9282,ACH-01,Kalley,1944,Medellín,Jhon Doe
3584,ACH-01,Rico,225,Santa Fé,Alan Brito Delgado
1447,ACH-43,Sony,412,Santa Fé,Cindy Nero
9206,ACH-43,Sony,1300,Melbourne,Alex Cremento
8888,ACH-01,Rico,1890,La Guajira,Alex Cremento
9141,ACH-43,Rico,781,Gold Cost,Jhon Doe
6219,ACH-43,Rico,964,Gold Cost,Alan Brito Delgado
6011,ACH-01,Kalley,971,Medellín,Santiago Norrea
33,ACH-01,Rico,330,Gold Cost,Cindy Nero
3670,ACH-22,Rico,1905,Medellín,Jhon Doe
5640,ACH-22,Sony,735,Santa Fé,Alex Cremento
1280,ACH-01,Sony,1672,Gold Cost,Alex Cremento
8234,ACH-22,Rico,977,Melbourne,Santiago Norrea
7643,ACH-22,Kalley,172,Medellín,Alex Cremento
3733,ACH-43,Kalley,1023,Santa Fé,Santiago Norrea
2725,ACH-22,Sony,678,La Guajira,Jhon Doe
6529,ACH-22,Sony,400,Medellín,Alex Cremento
317,ACH-22,Kalley,1440,Santa Fé,Alex Cremento
6360,ACH-43,Kalley,1522,Medellín,Cindy Nero
4201,ACH-01,Kalley,584,Medellín,Jhon Doe
134,ACH-22,Kalley,354,Medellín,Cindy Nero
8216,ACH-22,Kalley,381,Medellín,Alan Brito Delgado
1060,ACH-43,Kalley,1457,Santa Fé,Jhon Doe
3170,ACH-22,Sony,801,Medellín,Alan Brito Delgado
2623,ACH-22,Kalley,741,Santa Fé,Jhon Doe
3936,ACH-43,Sony,1475,La Guajira,Alan Brito Delgado
4438,ACH-22,Kalley,1833,Santa Fé,Santiago Norrea
7052,ACH-01,Rico,1800,La Guajira,Alan Brito Delgado
2503,ACH-43,Rico,1902,Gold Cost,Santiago Norrea
4561,ACH-01,Sony,1978,Medellín,Alex Cremento
5953,ACH-22,Kalley,1951,Medellín,Alan Brito Delgado
1064,ACH-22,Kalley,381,Gold Cost,Jhon Doe
8279,ACH-01,Rico,1807,Gold Cost,Alex Cremento
4542,ACH-43,Sony,1672,Gold Cost,Jhon Doe
4906,ACH-22,Kalley,1031,Medellín,Alan Brito Delgado
2173,ACH-01,Kalley,942,Santa Fé,Alex Cremento
6668,ACH-22,Sony,1328,Medellín,Santiago Norrea
6011,ACH-22,Sony,1160,Medellín,Alex Cremento
8157,ACH-01,Rico,1050,La Guajira,Alan Brito Delgado
3009,ACH-01,Rico,776,La Guajira,Cindy Nero
7184,ACH-43,Rico,372,La Guajira,Jhon Doe
1414,ACH-01,Rico,461,Medellín,Alan Brito Delgado
201,ACH-43,Kalley,700,Santa Fé,Cindy Nero
3863,ACH-43,Sony,1361,Santa Fé,Alex Cremento
1137,ACH-43,Sony,1171,Gold Cost,Cindy Nero
903,ACH-01,Kalley,1195,Medellín,Alex Cremento
4730,ACH-22,Sony,694,Medellín,Santiago Norrea
6186,ACH-43,Sony,1506,Melbourne,Alan Brito Delgado
3328,ACH-22,Sony,751,Medellín,Jhon Doe
7660,ACH-43,Kalley,1508,Melbourne,Cindy Nero
1089,ACH-43,Kalley,1844,Gold Cost,Santiago Norrea
69,ACH-43,Sony,103,Santa Fé,Alex Cremento
2209,ACH-01,Rico,423,La Guajira,Alex Cremento
1893,ACH-01,Kalley,556,La Guajira,Jhon Doe
7458,ACH-43,Rico,1718,La Guajira,Alan Brito Delgado
9943,ACH-43,Kalley,246,Melbourne,Alex Cremento
791,ACH-22,Rico,1508,Medellín,Santiago Norrea
8788,ACH-01,Sony,677,Gold Cost,Santiago Norrea
8343,ACH-43,Rico,975,La Guajira,Alex Cremento
1100,ACH-22,Sony,1296,Santa Fé,Alex Cremento
7800,ACH-43,Rico,1399,Melbourne,Jhon Doe
2552,ACH-22,Kalley,703,La Guajira,Jhon Doe
5282,ACH-22,Sony,921,Santa Fé,Jhon Doe
5328,ACH-01,Sony,1141,Gold Cost,Alan Brito Delgado
8550,ACH-43,Sony,1811,Melbourne,Alex Cremento
3622,ACH-43,Kalley,187,Medellín,Alan Brito Delgado
2097,ACH-22,Kalley,692,La Guajira,Jhon Doe
2814,ACH-22,Kalley,1466,Medellín,Jhon Doe
3840,ACH-01,Rico,1278,Santa Fé,Alex Cremento
631,ACH-22,Rico,396,Melbourne,Cindy Nero
2248,ACH-43,Rico,447,Medellín,Alex Cremento
4934,ACH-22,Sony,1126,La Guajira,Cindy Nero
7759,ACH-01,Kalley,219,Medellín,Alan Brito Delgado
9824,ACH-01,Kalley,331,Medellín,Cindy Nero
3317,ACH-22,Rico,1185,Melbourne,Santiago Norrea
2041,ACH-22,Rico,842,Medellín,Cindy Nero
947,ACH-43,Rico,798,Melbourne,Cindy Nero
9090,ACH-01,Rico,637,Gold Cost,Alan Brito Delgado
4602,ACH-01,Sony,1379,Melbourne,Santiago Norrea
7367,ACH-43,Rico,153,Medellín,Jhon Doe
9020,ACH-22,Sony,1243,La Guajira,Jhon Doe
4383,ACH-43,Kalley,119,Medellín,Alex Cremento
7498,ACH-22,Kalley,1532,La Guajira,Jhon Doe
8337,ACH-01,Kalley,663,Medellín,Santiago Norrea
8059,ACH-22,Kalley,1224,Gold Cost,Alan Brito Delgado
7298,ACH-43,Rico,1125,Medellín,Cindy Nero
9008,ACH-01,Sony,1821,Santa Fé,Cindy Nero
3258,ACH-43,Sony,1337,Medellín,Alan Brito Delgado
6065,ACH-43,Kalley,1169,Santa Fé,Jhon Doe
1047,ACH-01,Rico,1617,Medellín,Jhon Doe
2592,ACH-22,Rico,576,Melbourne,Cindy Nero
5695,ACH-01,Kalley,1879,Medellín,Jhon Doe
4738,ACH-22,Kalley,1772,Medellín,Santiago Norrea
1971,ACH-01,Sony,1749,La Guajira,Cindy Nero
3063,ACH-43,Sony,1284,La Guajira,Jhon Doe
4106,ACH-22,Kalley,1458,Gold Cost,Jhon Doe
2104,ACH-22,Kalley,1545,Medellín,Cindy Nero
6994,ACH-22,Kalley,1451,Santa Fé,Santiago Norrea
213,ACH-43,Kalley,642,Gold Cost,Alan Brito Delgado
6512,ACH-01,Sony,250,Melbourne,Santiago Norrea
443,ACH-43,Rico,171,La Guajira,Alan Brito Delgado
7243,ACH-43,Sony,1777,Santa Fé,Alex Cremento
5775,ACH-22,Rico,641,La Guajira,Santiago Norrea
5823,ACH-22,Kalley,429,Santa Fé,Santiago Norrea
8536,ACH-43,Rico,520,Melbourne,Jhon Doe
208,ACH-22,Kalley,525,La Guajira,Alex Cremento
9409,ACH-43,Rico,1133,Melbourne,Alan Brito Delgado
724,ACH-01,Rico,607,La Guajira,Alan Brito Delgado
5334,ACH-01,Rico,656,Santa Fé,Jhon Doe
2637,ACH-43,Kalley,924,Melbourne,Cindy Nero
5627,ACH-01,Sony,1934,Gold Cost,Cindy Nero
1776,ACH-01,Kalley,909,Melbourne,Alex Cremento
3182,ACH-01,Kalley,315,La Guajira,Cindy Nero
3367,ACH-43,Rico,1005,Melbourne,Jhon Doe
9011,ACH-43,Sony,1267,Santa Fé,Alan Brito Delgado
97,ACH-22,Rico,1094,Gold Cost,Jhon Doe
7866,ACH-01,Kalley,1651,Medellín,Jhon Doe
7599,ACH-43,Kalley,359,Melbourne,Jhon Doe
7451,ACH-01,Kalley,391,Medellín,Alex Cremento
1712,ACH-43,Rico,1577,Melbourne,Jhon Doe
410,ACH-22,Kalley,827,Santa Fé,Alan Brito Delgado
5039,ACH-01,Sony,1247,Santa Fé,Cindy Nero
4338,ACH-43,Sony,1041,Gold Cost,Cindy Nero
8029,ACH-01,Rico,1931,La Guajira,Santiago Norrea
6830,ACH-43,Sony,781,Santa Fé,Jhon Doe
3752,ACH-43,Sony,654,Gold Cost,Santiago Norrea
6257,ACH-22,Rico,1361,Medellín,Alan Brito Delgado
7822,ACH-43,Rico,932,Melbourne,Alan Brito Delgado
9692,ACH-43,Sony,118,Santa Fé,Santiago Norrea
5447,ACH-01,Kalley,654,Melbourne,Alan Brito Delgado
4980,ACH-43,Rico,1500,Gold Cost,Cindy Nero
1175,ACH-22,Rico,406,Medellín,Jhon Doe
3894,ACH-22,Rico,641,Gold Cost,Jhon Doe
9705,ACH-43,Sony,1376,Santa Fé,Santiago Norrea
1363,ACH-22,Rico,1957,Medellín,Cindy Nero
7452,ACH-22,Sony,530,Santa Fé,Cindy Nero
7795,ACH-01,Kalley,285,La Guajira,Alex Cremento
8234,ACH-43,Rico,1236,Gold Cost,Jhon Doe
6980,ACH-01,Kalley,1513,Melbourne,Jhon Doe
9538,ACH-01,Sony,1651,Gold Cost,Santiago Norrea
618,ACH-01,Rico,1297,Santa Fé,Santiago Norrea
5383,ACH-01,Kalley,1886,Santa Fé,Alan Brito Delgado
8469,ACH-22,Kalley,1544,La Guajira,Santiago Norrea
7569,ACH-22,Sony,106,Melbourne,Alan Brito Delgado
4940,ACH-01,Sony,355,Gold Cost,Alex Cremento
2537,ACH-22,Rico,966,Melbourne,Cindy Nero
3674,ACH-01,Rico,381,Gold Cost,Alan Brito Delgado
905,ACH-43,Rico,1972,La Guajira,Alan Brito Delgado
7171,ACH-43,Rico,584,Gold Cost,Jhon Doe
6353,ACH-01,Kalley,724,Gold Cost,Alex Cremento
2982,ACH-22,Kalley,1043,Medellín,Santiago Norrea
2376,ACH-22,Rico,1143,Santa Fé,Alan Brito Delgado
7847,ACH-22,Sony,267,Melbourne,Jhon Doe
9281,ACH-01,Rico,1892,Medellín,Alan Brito Delgado
39,ACH-22,Rico,1786,Santa Fé,Alex Cremento
199,ACH-43,Kalley,148,La Guajira,Alex Cremento
3827,ACH-01,Sony,1037,Medellín,Alex Cremento
9112,ACH-22,Kalley,774,Melbourne,Cindy Nero
5880,ACH-01,Rico,410,Melbourne,Alan Brito Delgado
2231,ACH-01,Sony,945,Melbourne,Jhon Doe
4564,ACH-22,Sony,493,Santa Fé,Cindy Nero
3010,ACH-43,Sony,1573,Medellín,Jhon Doe
3425,ACH-22,Rico,443,Santa Fé,Cindy Nero
7998,ACH-43,Sony,1649,Santa Fé,Alan Brito Delgado
8660,ACH-22,Kalley,945,Gold Cost,Cindy Nero
3039,ACH-43,Rico,1918,Medellín,Cindy Nero
6300,ACH-01,Kalley,1812,Gold Cost,Alex Cremento
894,ACH-22,Rico,1176,Medellín,Alan Brito Delgado
309,ACH-43,Rico,827,Gold Cost,Alex Cremento
1983,ACH-01,Kalley,1809,Melbourne,Santiago Norrea
6591,ACH-01,Kalley,1245,La Guajira,Jhon Doe
2073,ACH-43,Sony,794,Medellín,Alex Cremento
5992,ACH-01,Rico,1938,Santa Fé,Santiago Norrea
6712,ACH-01,Sony,1991,La Guajira,Jhon Doe
1082,ACH-01,Sony,911,La Guajira,Jhon Doe
2601,ACH-22,Rico,1589,La Guajira,Santiago Norrea
4922,ACH-01,Kalley,784,Medellín,Jhon Doe
6333,ACH-01,Kalley,1058,Melbourne,Alex Cremento
4710,ACH-01,Kalley,740,Medellín,Jhon Doe
9430,ACH-43,Rico,443,Gold Cost,Santiago Norrea
9972,ACH-43,Sony,1714,La Guajira,Cindy Nero
4227,ACH-22,Sony,1304,Gold Cost,Cindy Nero
5323,ACH-01,Sony,239,Melbourne,Alex Cremento
8419,ACH-01,Kalley,1335,Santa Fé,Santiago Norrea
3230,ACH-43,Kalley,1195,La Guajira,Alex Cremento
6447,ACH-01,Rico,112,Gold Cost,Jhon Doe
5958,ACH-22,Kalley,263,Santa Fé,Jhon Doe
7504,ACH-43,Kalley,1528,Medellín,Alex Cremento
3609,ACH-43,Kalley,1874,Medellín,Alan Brito Delgado
3676,ACH-43,Kalley,507,Medellín,Jhon Doe
694,ACH-43,Kalley,773,Medellín,Alex Cremento
6625,ACH-01,Sony,858,Gold Cost,Alex Cremento
3925,ACH-22,Sony,1206,Gold Cost,Cindy Nero
1619,ACH-43,Sony,689,Gold Cost,Jhon Doe
5321,ACH-01,Rico,1977,Gold Cost,Alex Cremento
5371,ACH-01,Kalley,714,Medellín,Santiago Norrea
3771,ACH-01,Rico,267,Gold Cost,Alex Cremento
8602,ACH-01,Sony,1876,Santa Fé,Alex Cremento
370,ACH-43,Rico,1849,Santa Fé,Jhon Doe
9250,ACH-43,Kalley,1370,Melbourne,Alex Cremento
9828,ACH-01,Rico,1340,Medellín,Alan Brito Delgado
1137,ACH-01,Sony,576,Melbourne,Alex Cremento
5299,ACH-01,Rico,1211,Melbourne,Jhon Doe
7947,ACH-01,Sony,551,Medellín,Alex Cremento
9256,ACH-01,Rico,1429,La Guajira,Santiago Norrea
7005,ACH-22,Rico,927,La Guajira,Jhon Doe
9914,ACH-22,Kalley,1563,La Guajira,Alan Brito Delgado
2515,ACH-22,Sony,359,Melbourne,Alex Cremento
5580,ACH-22,Kalley,359,La Guajira,Jhon Doe
4899,ACH-43,Kalley,1995,La Guajira,Alan Brito Delgado
7756,ACH-43,Rico,1203,Medellín,Jhon Doe
7794,ACH-01,Sony,1943,Santa Fé,Cindy Nero
9168,ACH-01,Kalley,567,Medellín,Jhon Doe
7554,ACH-22,Sony,972,Santa Fé,Alex Cremento
8010,ACH-43,Rico,1284,Gold Cost,Alex Cremento
2342,ACH-22,Rico,813,Santa Fé,Jhon Doe
3137,ACH-43,Rico,1381,Medellín,Alan Brito Delgado
4718,ACH-01,Kalley,266,Santa Fé,Alex Cremento
4758,ACH-22,Sony,857,La Guajira,Santiago Norrea
2476,ACH-43,Sony,1067,Medellín,Santiago Norrea
8371,ACH-01,Kalley,350,Santa Fé,Jhon Doe
9988,ACH-01,Rico,1539,La Guajira,Alan Brito Delgado
7982,ACH-22,Sony,1621,Melbourne,Santiago Norrea
4191,ACH-22,Rico,1554,Melbourne,Santiago Norrea
5229,ACH-43,Rico,335,Melbourne,Alan Brito Delgado
1105,ACH-22,Sony,476,La Guajira,Santiago Norrea
838,ACH-22,Sony,1471,La Guajira,Alan Brito Delgado
2192,ACH-22,Kalley,346,Gold Cost,Jhon Doe
7112,ACH-01,Kalley,1175,Melbourne,Alex Cremento
2690,ACH-22,Sony,1284,Medellín,Jhon Doe
7670,ACH-43,Sony,1500,Medellín,Jhon Doe
8590,ACH-43,Sony,1703,Gold Cost,Santiago Norrea
6292,ACH-22,Sony,249,La Guajira,Alex Cremento
964,ACH-01,Rico,1989,Santa Fé,Cindy Nero
2355,ACH-22,Kalley,565,Santa Fé,Santiago Norrea
17,ACH-22,Kalley,1216,Gold Cost,Jhon Doe
8205,ACH-01,Rico,519,Santa Fé,Cindy Nero
4672,ACH-43,Sony,205,Medellín,Jhon Doe
1748,ACH-43,Rico,1756,La Guajira,Santiago Norrea
9207,ACH-22,Kalley,1261,Gold Cost,Alex Cremento
5267,ACH-43,Rico,577,La Guajira,Alan Brito Delgado
6936,ACH-01,Rico,1058,La Guajira,Santiago Norrea
9178,ACH-22,Kalley,1696,Gold Cost,Santiago Norrea
4514,ACH-43,Kalley,1171,Gold Cost,Alan Brito Delgado
3382,ACH-43,Rico,1500,Melbourne,Alex Cremento
1349,ACH-43,Kalley,721,Santa Fé,Santiago Norrea
5640,ACH-01,Sony,1022,La Guajira,Cindy Nero
7706,ACH-01,Rico,1321,Santa Fé,Alan Brito Delgado
119,ACH-43,Sony,689,Santa Fé,Alan Brito Delgado
562,ACH-01,Rico,1337,Melbourne,Cindy Nero
9219,ACH-01,Kalley,1595,Medellín,Cindy Nero
1951,ACH-43,Sony,978,Melbourne,Alex Cremento
2152,ACH-22,Kalley,523,La Guajira,Santiago Norrea
3093,ACH-22,Kalley,123,Gold Cost,Alex Cremento
321,ACH-43,Kalley,716,Gold Cost,Jhon Doe
7664,ACH-22,Sony,1858,Santa Fé,Alex Cremento
9099,ACH-22,Rico,893,Melbourne,Alan Brito Delgado
3251,ACH-22,Rico,615,Santa Fé,Cindy Nero
7775,ACH-01,Kalley,229,Melbourne,Alex Cremento
8991,ACH-01,Kalley,1955,Melbourne,Santiago Norrea
5585,ACH-01,Rico,849,Santa Fé,Santiago Norrea
4289,ACH-43,Sony,1923,Gold Cost,Santiago Norrea
1230,ACH-22,Rico,522,Santa Fé,Alan Brito Delgado
9747,ACH-43,Rico,415,Medellín,Alan Brito Delgado
5256,ACH-22,Kalley,1482,Santa Fé,Santiago Norrea
8994,ACH-01,Kalley,1278,Gold Cost,Santiago Norrea
6071,ACH-01,Sony,1833,Melbourne,Jhon Doe
8679,ACH-43,Sony,1063,La Guajira,Santiago Norrea
791,ACH-22,Rico,743,Santa Fé,Cindy Nero
9534,ACH-22,Rico,1349,Gold Cost,Alex Cremento
2729,ACH-01,Sony,807,Medellín,Alan Brito Delgado
5586,ACH-43,Rico,105,La Guajira,Santiago Norrea
9495,ACH-22,Rico,1974,Medellín,Santiago Norrea
209,ACH-01,Kalley,1888,Melbourne,Santiago Norrea
8302,ACH-22,Sony,1584,La Guajira,Santiago Norrea
6610,ACH-22,Sony,1514,La Guajira,Alan Brito Delgado
4906,ACH-22,Rico,1320,La Guajira,Jhon Doe
4042,ACH-22,Sony,1286,Gold Cost,Jhon Doe
6470,ACH-01,Sony,649,Melbourne,Jhon Doe
9963,ACH-01,Sony,187,La Guajira,Santiago Norrea
3862,ACH-43,Sony,773,Santa Fé,Alex Cremento
1628,ACH-43,Rico,1199,Melbourne,Jhon Doe
2905,ACH-22,Kalley,203,La Guajira,Alex Cremento
561,ACH-01,Sony,763,Gold Cost,Cindy Nero
3203,ACH-22,Rico,750,Gold Cost,Santiago Norrea
3433,ACH-43,Rico,1697,Santa Fé,Jhon Doe
8873,ACH-01,Sony,1392,Gold Cost,Alan Brito Delgado
9303,ACH-01,Rico,302,Medellín,Alan Brito Delgado
3013,ACH-43,Sony,279,La Guajira,Cindy Nero
1307,ACH-01,Sony,1098,La Guajira,Alex Cremento
863,ACH-01,Kalley,409,La Guajira,Alex Cremento
5484,ACH-43,Rico,543,Melbourne,Jhon Doe
8006,ACH-22,Kalley,1083,Gold Cost,Cindy Nero
2574,ACH-01,Rico,336,Santa Fé,Cindy Nero
9579,ACH-22,Sony,1115,Santa Fé,Alan Brito Delgado
2153,ACH-01,Sony,1544,Medellín,Jhon Doe
5899,ACH-43,Sony,797,Gold Cost,Jhon Doe
1802,ACH-22,Rico,1059,Medellín,Santiago Norrea
2333,ACH-43,Rico,1396,Melbourne,Alan Brito Delgado
5280,ACH-01,Sony,381,La Guajira,Santiago Norrea
3529,ACH-01,Sony,376,Santa Fé,Santiago Norrea
7271,ACH-43,Sony,472,Melbourne,Alan Brito Delgado
4762,ACH-43,Rico,173,La Guajira,Alan Brito Delgado
802,ACH-43,Rico,436,Medellín,Jhon Doe
2584,ACH-43,Kalley,423,La Guajira,Alex Cremento
49,ACH-43,Kalley,1786,Santa Fé,Jhon Doe
4504,ACH-43,Kalley,1166,Santa Fé,Alan Brito Delgado
7117,ACH-22,Sony,107,Medellín,Jhon Doe
9737,ACH-01,Rico,549,Gold Cost,Cindy Nero
5953,ACH-43,Sony,906,La Guajira,Santiago Norrea
1834,ACH-22,Kalley,1621,Santa Fé,Alex Cremento
944,ACH-01,Rico,1037,La Guajira,Alan Brito Delgado
3783,ACH-22,Sony,1103,La Guajira,Cindy Nero
3724,ACH-01,Kalley,690,Santa Fé,Alan Brito Delgado
1466,ACH-43,Rico,289,Melbourne,Alex Cremento
5083,ACH-01,Kalley,1355,Melbourne,Jhon Doe
2698,ACH-01,Rico,1850,Melbourne,Cindy Nero
4321,ACH-43,Kalley,298,Medellín,Alan Brito Delgado
4417,ACH-43,Rico,202,La Guajira,Alex Cremento
3672,ACH-22,Sony,1228,Gold Cost,Cindy Nero
4497,ACH-22,Sony,422,La Guajira,Alex Cremento
4637,ACH-22,Rico,1798,Medellín,Cindy Nero
5165,ACH-22,Rico,197,Gold Cost,Alan Brito Delgado
9470,ACH-22,Rico,1530,Gold Cost,Santiago Norrea
946,ACH-01,Kalley,1341,La Guajira,Alex Cremento
2445,ACH-22,Rico,1005,Gold Cost,Alan Brito Delgado
2942,ACH-01,Rico,619,Medellín,Alan Brito Delgado
4154,ACH-22,Sony,1743,Melbourne,Jhon Doe
7688,ACH-43,Kalley,1431,Melbourne,Santiago Norrea
4960,ACH-22,Rico,589,La Guajira,Cindy Nero
2207,ACH-22,Sony,1202,Medellín,Alan Brito Delgado
2320,ACH-22,Rico,1127,Melbourne,Cindy Nero
2445,ACH-22,Rico,1351,Santa Fé,Alan Brito Delgado
2048,ACH-43,Rico,1332,Santa Fé,Cindy Nero
4277,ACH-22,Rico,693,Gold Cost,Alex Cremento
255,ACH-22,Sony,1269,Melbourne,Cindy Nero
2212,ACH-01,Sony,1507,Melbourne,Jhon Doe
1695,ACH-01,Sony,1978,Santa Fé,Cindy Nero
8270,ACH-01,Kalley,1741,La Guajira,Santiago Norrea
6513,ACH-22,Kalley,1265,Medellín,Alan Brito Delgado
4891,ACH-01,Sony,506,Medellín,Santiago Norrea
9807,ACH-22,Sony,472,Melbourne,Santiago Norrea
1074,ACH-01,Sony,412,La Guajira,Alan Brito Delgado
6856,ACH-01,Kalley,1823,Santa Fé,Jhon Doe
5043,ACH-43,Kalley,984,Santa Fé,Santiago Norrea
1133,ACH-01,Kalley,1245,La Guajira,Cindy Nero
1545,ACH-01,Sony,1986,Medellín,Jhon Doe
6258,ACH-01,Kalley,1346,Medellín,Alan Brito Delgado
5619,ACH-43,Rico,352,Gold Cost,Alan Brito Delgado
6292,ACH-01,Rico,950,Medellín,Alex Cremento
3379,ACH-22,Sony,328,Medellín,Cindy Nero
9561,ACH-01,Rico,1950,Medellín,Cindy Nero
4828,ACH-43,Sony,1336,La Guajira,Alan Brito Delgado
6915,ACH-43,Kalley,478,Gold Cost,Jhon Doe
2226,ACH-22,Kalley,1167,Santa Fé,Alex Cremento
4692,ACH-01,Kalley,1015,Santa Fé,Alex Cremento
3780,ACH-22,Rico,376,Gold Cost,Cindy Nero
4844,ACH-22,Kalley,848,Melbourne,Alex Cremento
7449,ACH-01,Sony,311,La Guajira,Jhon Doe
5715,ACH-43,Kalley,775,Santa Fé,Alan Brito Delgado
6111,ACH-01,Kalley,828,Melbourne,Santiago Norrea
6238,ACH-01,Rico,508,Santa Fé,Cindy Nero
6682,ACH-43,Sony,1862,Gold Cost,Alan Brito Delgado
774,ACH-22,Kalley,610,Santa Fé,Santiago Norrea
7286,ACH-43,Kalley,1215,Melbourne,Alex Cremento
5395,ACH-43,Kalley,958,Medellín,Jhon Doe
6877,ACH-22,Rico,689,Medellín,Santiago Norrea
409,ACH-22,Kalley,1746,Santa Fé,Santiago Norrea
8876,ACH-01,Kalley,811,Gold Cost,Alex Cremento
3091,ACH-22,Rico,1826,La Guajira,Alan Brito Delgado
4601,ACH-22,Sony,1571,La Guajira,Jhon Doe
8422,ACH-01,Rico,1120,Santa Fé,Jhon Doe
2377,ACH-01,Sony,1904,La Guajira,Jhon Doe
628,ACH-01,Rico,1371,Gold Cost,Alan Brito Delgado
26,ACH-22,Kalley,563,Gold Cost,Santiago Norrea
608,ACH-01,Kalley,856,Gold Cost,Alan Brito Delgado
9124,ACH-01,Rico,167,Melbourne,Jhon Doe
206,ACH-43,Rico,1390,Melbourne,Santiago Norrea
284,ACH-01,Rico,781,Gold Cost,Santiago Norrea
4419,ACH-43,Kalley,1955,La Guajira,Jhon Doe
4304,ACH-01,Rico,1663,Medellín,Jhon Doe
6256,ACH-22,Sony,1059,La Guajira,Alan Brito Delgado
6289,ACH-43,Kalley,226,Melbourne,Cindy Nero
4459,ACH-01,Kalley,1151,Melbourne,Alex Cremento
4809,ACH-01,Sony,1219,Medellín,Alan Brito Delgado
1440,ACH-22,Sony,1439,La Guajira,Alan Brito Delgado
9400,ACH-43,Rico,630,Medellín,Jhon Doe
6176,ACH-22,Kalley,1987,La Guajira,Alex Cremento
2968,ACH-22,Kalley,1328,Santa Fé,Alan Brito Delgado
3369,ACH-22,Kalley,199,Santa Fé,Cindy Nero
7222,ACH-01,Sony,951,Melbourne,Alex Cremento
1853,ACH-43,Sony,1618,Medellín,Alan Brito Delgado
9299,ACH-43,Kalley,586,Santa Fé,Jhon Doe
1129,ACH-01,Kalley,1369,Santa Fé,Jhon Doe
1750,ACH-01,Rico,183,Gold Cost,Jhon Doe
1372,ACH-43,Rico,808,Gold Cost,Jhon Doe
7642,ACH-22,Rico,659,Melbourne,Jhon Doe
8028,ACH-01,Sony,1218,Gold Cost,Jhon Doe
5871,ACH-43,Sony,357,La Guajira,Alex Cremento
1743,ACH-22,Kalley,1114,Melbourne,Alex Cremento
1274,ACH-43,Kalley,1293,Medellín,Santiago Norrea
8091,ACH-01,Kalley,888,Melbourne,Santiago Norrea
6036,ACH-43,Kalley,525,Gold Cost,Jhon Doe
9073,ACH-01,Kalley,325,Gold Cost,Jhon Doe
2042,ACH-43,Rico,421,Santa Fé,Jhon Doe
8199,ACH-01,Rico,924,La Guajira,Jhon Doe
2531,ACH-22,Sony,1351,Santa Fé,Cindy Nero
8167,ACH-43,Sony,318,Santa Fé,Jhon Doe
5069,ACH-01,Kalley,856,Santa Fé,Santiago Norrea
2531,ACH-01,Kalley,1871,La Guajira,Santiago Norrea
6744,ACH-43,Sony,591,Santa Fé,Santiago Norrea
8,ACH-22,Rico,1268,Medellín,Santiago Norrea
3342,ACH-01,Rico,323,Melbourne,Santiago Norrea
5509,ACH-01,Kalley,412,Medellín,Alan Brito Delgado
5647,ACH-01,Kalley,1468,La Guajira,Alex Cremento
569,ACH-43,Rico,1163,Santa Fé,Santiago Norrea
6460,ACH-01,Rico,1820,Santa Fé,Alan Brito Delgado
4618,ACH-22,Sony,932,Gold Cost,Alan Brito Delgado
4636,ACH-01,Kalley,407,Santa Fé,Cindy Nero
4237,ACH-22,Rico,1413,Melbourne,Cindy Nero
4654,ACH-43,Kalley,898,Gold Cost,Cindy Nero
9924,ACH-01,Kalley,215,Santa Fé,Jhon Doe
3964,ACH-43,Sony,1124,Melbourne,Jhon Doe
5227,ACH-01,Kalley,1642,Medellín,Alan Brito Delgado
9754,ACH-01,Sony,1323,Santa Fé,Cindy Nero
3161,ACH-22,Kalley,345,Gold Cost,Alan Brito Delgado
5829,ACH-01,Sony,1887,Melbourne,Jhon Doe
1504,ACH-43,Rico,746,Medellín,Jhon Doe
6508,ACH-43,Sony,700,Medellín,Alex Cremento
8348,ACH-43,Sony,287,Medellín,Alan Brito Delgado
4509,ACH-43,Rico,1251,La Guajira,Cindy Nero
6498,ACH-22,Sony,1184,Santa Fé,Alan Brito Delgado
5367,ACH-01,Sony,1351,Melbourne,Santiago Norrea
